URL_ID,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
101,0.157,0.016,0.9993,0.827,21.44444444,13.05699482,13.80057571,21.44444444,126,965,1.717098446,8,5.756476684
102,0.183,0.016,0.9995,0.801,19.08,14.04612159,13.25044864,19.08,134,954,1.753668763,8,5.828092243
103,0.16,0.016,0.9993,0.824,21.15217391,12.64131552,13.51739577,21.15217391,123,973,1.717368962,8,5.71942446
104,0.191,0.019,0.9995,0.79,21.14893617,16.29778672,14.97868916,21.14893617,162,994,1.777665996,8,5.875251509
105,0.169,0.017,0.9992,0.815,19.95121951,14.05867971,13.60395969,19.95121951,115,818,1.740831296,8,5.861858191
106,0.168,0.016,0.9992,0.816,19.31818182,14.58823529,13.56256684,19.31818182,124,850,1.763529412,8,5.942352941
107,0.129,0,0.9891,0.871,16.47368421,29.39297125,18.34666218,16.47368421,92,313,2.332268371,0,8.115015974
108,0.158,0.016,0.9991,0.826,20.18604651,14.51612903,13.88087022,20.18604651,126,868,1.743087558,9,5.853686636
109,0.132,0,0.9723,0.868,12.26666667,39.13043478,20.55884058,12.26666667,72,184,2.701086957,0,9.690217391
111,0.166,0.014,0.9994,0.82,19.7755102,13.82868937,13.44167983,19.7755102,134,969,1.721362229,8,5.807017544
112,0.153,0.017,0.9989,0.83,19.21428571,13.87856258,13.23713932,19.21428571,112,807,1.734820322,9,5.822800496
113,0.155,0.014,0.9993,0.831,20.81632653,14.01960784,13.93437375,20.81632653,143,1020,1.73627451,8,5.784313725
114,0.154,0.016,0.999,0.83,19.6744186,13.59338061,13.30711969,19.6744186,115,846,1.741134752,8,5.827423168
115,0.168,0.017,0.9991,0.815,19.26190476,14.95673671,13.68745659,19.26190476,121,809,1.756489493,8,5.846724351
116,0.161,0.017,0.999,0.822,19.925,14.8055207,13.89220828,19.925,118,797,1.756587202,8,5.897114178
117,0.147,0.016,0.9994,0.837,22.01960784,12.91184328,13.97258045,22.01960784,145,1123,1.711487088,8,5.64381122
118,0.15,0.016,0.9992,0.834,18.71698113,13.30645161,12.8093731,18.71698113,132,992,1.701612903,9,5.646169355
119,0.175,0.016,0.9993,0.808,20.825,13.32533013,13.66013205,20.825,111,833,1.709483794,8,5.74909964
120,0.149,0,0.9948,0.851,20.42105263,29.89690722,20.12718394,20.42105263,116,388,2.268041237,0,7.891752577
121,0.154,0.016,0.999,0.83,21.475,14.66821886,14.45728754,21.475,126,859,1.761350407,8,5.846332945
122,0.176,0.024,0.9998,0.8,17.93137255,17.93329688,14.34586777,17.93137255,328,1829,1.772006561,19,5.832695462
123,0.148,0,0.9726,0.852,16.5,43.03030303,23.81212121,16.5,71,165,2.921212121,0,10.52121212
124,0.142,0,0.969,0.858,13.66666667,43.90243902,23.02764228,13.66666667,72,164,2.945121951,0,10.76829268
126,0,0,0,1,9.6,45.83333333,22.17333333,9.6,22,48,2.895833333,0,11.08333333
128,0.073,0.042,0.765,0.885,22.91666667,30.54545455,21.38484848,22.91666667,84,275,2.178181818,0,7.454545455
129,0.2,0.078,0.9914,0.722,16.58823529,23.40425532,15.99699625,16.58823529,66,282,1.971631206,1,6.507092199
131,0.098,0.008,0.9705,0.895,17,26.98961938,17.59584775,17,78,289,2.100346021,0,7.128027682
132,0.119,0.008,0.9893,0.873,23.57142857,25.45454545,19.61038961,23.57142857,84,330,1.990909091,1,6.718181818
133,0.043,0,0.6124,0.957,16.57142857,34.48275862,20.42167488,16.57142857,40,116,2.362068966,0,8.301724138
134,0.14,0.041,0.9755,0.819,19.15384615,26.5060241,18.2639481,19.15384615,66,249,2.120481928,4,7.236947791
135,0.168,0.005,0.9958,0.827,30.83333333,36.21621622,26.81981982,30.83333333,134,370,2.432432432,0,8.364864865
136,0.084,0,0.9716,0.916,17.05882353,31.03448276,19.23732252,17.05882353,90,290,2.355172414,0,8.193103448
137,0.164,0,0.9881,0.836,13.25,45.75471698,23.60188679,13.25,97,212,2.900943396,0,10.52830189
139,0.159,0.01,0.9931,0.831,16.88235294,36.93379791,21.52646034,16.88235294,106,287,2.599303136,0,8.982578397
140,0.176,0.007,0.9996,0.816,24.20930233,15.56195965,15.90850479,24.20930233,162,1041,1.749279539,14,5.807877041
141,0,0,0,1,8,12.5,8.2,8,2,16,2.3125,0,13.5625
142,0.121,0,0.9571,0.879,12.46153846,44.44444444,22.76239316,12.46153846,72,162,2.956790123,0,10.63580247
143,0.119,0,0.9729,0.881,13.6,38.23529412,20.73411765,13.6,78,204,2.68627451,1,9.495098039
144,0.127,0.024,0.9945,0.849,17.21875,29.94555354,18.86572142,17.21875,165,551,2.268602541,3,7.491833031
145,0.133,0,0.9652,0.867,14.90909091,43.90243902,23.52461197,14.90909091,72,164,2.93902439,0,10.68292683
146,0.119,0,0.9571,0.881,14.54545455,44.375,23.56818182,14.54545455,71,160,2.9375,0,10.6125
148,0.167,0.005,0.9994,0.828,18.55357143,22.61790183,16.4685893,18.55357143,235,1039,1.953801732,0,6.410972089
149,0.174,0.058,0.9999,0.768,19.15671642,25.67199065,17.93148283,19.15671642,659,2567,1.950915466,1,6.162056876
150,0.159,0.003,0.998,0.838,24.875,26.13065327,20.40226131,24.875,156,597,2.128978224,2,7.284757119
151,0.174,0.063,0.9961,0.763,28.5,20.07797271,19.43118908,28.5,103,513,1.826510721,2,5.799220273
152,0.192,0.02,0.9999,0.787,21.83495146,24.76656292,18.64060575,21.83495146,557,2249,1.898176968,1,6.08626056
153,0.119,0,0.9858,0.881,15.66666667,37.23404255,21.16028369,15.66666667,105,282,2.560283688,0,9.014184397
160,0.114,0,0.9589,0.886,17.4,42.52873563,23.97149425,17.4,74,174,2.816091954,0,10.13218391
161,0.088,0.023,0.9769,0.89,13.62162162,23.21428571,14.73436293,13.62162162,117,504,2.087301587,10,7.18452381
162,0.119,0,0.9571,0.881,13.66666667,43.29268293,22.78373984,13.66666667,71,164,2.932926829,0,10.72560976
163,0.126,0,0.9826,0.874,13.88888889,31.2,18.03555556,13.88888889,78,250,2.48,0,8.768
165,0.119,0,0.9571,0.881,12.69230769,43.03030303,22.28904429,12.69230769,71,165,2.951515152,0,10.66666667
167,0.121,0.007,0.9881,0.872,18.15789474,31.5942029,19.90083905,18.15789474,109,345,2.28115942,5,7.904347826
170,0.177,0.004,0.9988,0.819,19.97058824,28.57142857,19.41680672,19.97058824,194,679,2.100147275,9,7.150220913
171,0.164,0.011,0.9981,0.825,19.6,31.12244898,20.28897959,19.6,183,588,2.207482993,9,7.290816327
172,0.15,0.002,0.9983,0.849,18.02777778,25.26964561,17.31896935,18.02777778,164,649,2.095531587,7,7.001540832
173,0.154,0.004,0.9989,0.841,21.81578947,25.33172497,18.85900578,21.81578947,210,829,2.02291918,8,6.800965018
174,0.188,0.009,0.9984,0.803,18.14285714,28.66141732,18.72170979,18.14285714,182,635,2.182677165,1,7.132283465
175,0.164,0.005,0.9988,0.831,18.2,25.68681319,17.55472527,18.2,187,728,2.061813187,10,6.784340659
176,0.167,0.008,0.9991,0.824,21.2,24.88207547,18.43283019,21.2,211,848,2.009433962,4,6.641509434
177,0.164,0.01,0.9992,0.827,23,29.05620361,20.82248144,23,274,943,2.1378579,6,6.938494168
178,0.169,0.005,0.9995,0.826,20.94339623,22.88288288,17.53051164,20.94339623,254,1110,1.957657658,2,6.434234234
179,0.243,0.002,0.9997,0.755,17.06,24.5017585,16.6247034,17.06,209,853,1.963657679,12,6.558030481
180,0.181,0.003,0.999,0.816,19.08108108,25.92067989,18.00070439,19.08108108,183,706,1.994334278,8,6.684135977
181,0.257,0.018,0.9994,0.725,19.18181818,31.7535545,20.37414907,19.18181818,201,633,2.224328594,5,7.203791469
182,0.227,0.001,0.9994,0.772,19.30555556,31.36690647,20.26898481,19.30555556,218,695,2.188489209,3,7.09352518
183,0.204,0.018,0.9995,0.778,17.05769231,23.67531003,16.29320094,17.05769231,210,887,1.951521984,14,6.501691094
184,0.136,0.009,0.9992,0.855,16.15625,21.08317215,14.89576886,16.15625,218,1034,1.917794971,12,6.294970986
185,0.232,0.015,0.9994,0.753,19.77142857,28.32369942,19.2380512,19.77142857,196,692,2.12283237,3,6.887283237
186,0.218,0,0.9991,0.782,20.12903226,24.67948718,17.92340778,20.12903226,154,624,2.099358974,4,6.926282051
187,0.152,0.02,0.999,0.828,17.31578947,23.60688956,16.36907162,17.31578947,233,987,1.981762918,1,6.62006079
190,0.168,0.008,0.9992,0.824,20.37777778,23.33696838,17.48589846,20.37777778,214,917,1.994547437,7,6.6782988
192,0.142,0.01,0.9951,0.848,16.30769231,32.31132075,19.44760522,16.30769231,137,424,2.346698113,0,8.004716981
193,0.154,0.016,0.9979,0.83,21.59259259,26.41509434,19.20307477,21.59259259,154,583,2.104631218,1,7.087478559
194,0.141,0.01,0.9978,0.849,21.10714286,23.68866328,17.91832246,21.10714286,140,591,2.027072758,11,6.964467005
195,0.141,0.022,0.9952,0.837,17.56,24.82915718,16.95566287,17.56,109,439,2.06833713,9,7.332574032
196,0.189,0.007,0.9997,0.804,19.21311475,22.09897611,16.52483635,19.21311475,259,1172,1.95221843,12,6.400170648
197,0.219,0.001,0.9995,0.78,17.925,22.73361227,16.26344491,17.925,163,717,1.970711297,9,6.712691771
198,0.156,0.014,0.997,0.831,19.66666667,24.36440678,17.61242938,19.66666667,115,472,2.099576271,3,7.370762712
199,0.159,0.008,0.9994,0.834,18.1884058,17.37051793,14.22356949,18.1884058,218,1255,1.796812749,25,6.023904382
200,0.141,0.02,0.9999,0.839,26.22131148,16.66145671,17.15310727,26.22131148,533,3199,1.720537668,24,5.681150359
201,0.147,0.029,0.9928,0.824,18.25,30.68493151,19.5739726,18.25,112,365,2.331506849,4,8.147945205
202,0.189,0.006,0.9998,0.805,17.91428571,23.92344498,16.73509228,17.91428571,300,1254,1.965709729,6,6.39553429
